"Project ID","Title Project","Short Descr Project","Project Starts","Project Ends","Level of Impact","ISO CODE","Loc of Impact","Loc Info","% Aim 1: Right to Sustainable Livelihoods","% Aim 2: Right to Essential services","% Aim 3: Right to Life and Security","% Aim 4: Right to be heard","% Aim 5: Right to Equity"," Expenditure prior to 2010/11","Expenditure in 2010/11"," Revised Budget  in current and future years (£) ","Total Value all years (£)"
"KENB76","Turkana Drilling and borehole rehabilitation project","This project will enable a scale up of activities under Oxfam's DRR ASAL programme in Turkana.  It complements the ongoing EC funded Drought Management Initiative and builds upon a very successful drilling programme implemented by Oxfam across Greater Turkana in 2009.  It is a short term water infrastructure project focusing on rehabilitation of existing water points and construction of new boreholes.  Establishing long term community management structures will be addressed through linkages with the DMI project and will therefore be addressed under a seperate project.  The target Target estimated population is 40,000 people.","1-Dec-09 ","31-Oct-10 ","Country","KE","Kenya",-0,10,10,80,-0,-0," 11,796 "," 165,688 ",-0," 177,484 "
"KENB80","Strengthening Partner Accountability Standards in Kenya","This project aims to strengthen the capacity of national CSO partners in delivering pro poor change in Kenya accountably. It will take forward the OGB partnership policy and reinforce the partnership strategy in a holistic manner. It also aims at ensuring that Kenya CSOs have nationally agreed competency standards that ensure excellence. This will be driven through support to the VIWANGO initiative. This project will complement KENB55 on national policies and governance but with a focus on internal governance issues within CSOs.  Support will also be extended towards the NGO Bill review and other reforms that impact OGB and CSO partners.","1-Sep-09 ","31-Mar-12 ","Country","KE","Kenya"," National Overarching ",30,-0,50,20,-0," 10,261 "," 13,912 "," 38,000 "," 62,172 "
"KENB81","Saving Livestock assets through fodder Pre-positioning, Turkana District, Kenya","This project targets 400 vulnerable pastoralist households in Turkana north through prepositioning of fodder to enhance timely and appropriate response to avert loses related to droughts.  Changes in practice among herders will be enhanced mainly on the emergency livestock fodder distributions as opposed to their tradition of rearing and herding of shoats in severely depleted rangelands.  Oxfam will implement the project with support from veterinary and livestock departments and the beneficiary households.  The main activities will be identification  of beneficiaries, fodder suppliers and distribution of fodder and supplementary feed ration.","1-Dec-09 ","30-Jun-10 ","Country","KE","Kenya"," Turkana north district ",100,-0,-0,-0,-0,954," 31,997 ",-0," 32,951 "
"KENB82","Emergency Cash for Work - Turkana","Continuing and intensifying drought conditions in Turkana necessitate resumed CFW.  This project also serves to augment the Hunger Safety Net, not yet at scale and provides a means to expand cash transfers under emergency conditions.  This phase will foster compatibility with market and production stimuli under innovative pilots to associated with ongoing food transfers (market distribution and substitution) by supporting market organisation.  Primarily this is however designed as an emergency intervention and will protect household food security of 4,250 households .","1-Jan-10 ","30-Jun-10 ","Country","KE","Kenya"," Turkana District (North East) ",10,-0,80,-0,10," 112,177 "," 471,935 ",-0," 584,112 "
"KENB83","Immediate Food assistance for people of Nairobi Informal settlements","The project emphasises interventions that are appropriate to the urban context. As access and affordability is the main driver of food insecurity in urban informal settlements, Oxfam GB through their partner organisations will implement cash based interventions. This is meant to offer immediate relief to target 1500 families being affected by the increase in food prices over a period of eight months. The project proposes to research and pilot delivery mechanisms for the vulnerable and especially people who can not be reached through direct cash transfers. Partners will be engaged in effective targeting of beneficiaries and monitoring.","1-Jan-10 ","31-Mar-12 ","Country","KE","Kenya"," Nairobi Informal Settlements ",100,-0,-0,-0,-0," 33,736 "," 327,903 "," 342,150 "," 703,788 "
"KENB84","Camel and fodder pastoralist field school: An approach for livestock production","This project will enhance food and income security of 30 vulnerable households (in Lomekwi and Kataboi locations, Turkana north district) by ensuring pastoralists embrace new livestock management strategies that are adapted to conditions brought about by climate change. This will also include re-introduction of camel rearing and production and use of fodder to improve access to animal feed during the dry seasons/droughts. The beneficiaries will also be supported in marketing livestock products to improve their household income. Oxfam will implement the project with support from FAO and KARI.","7-Jan-10 ","30-Jun-11 ","Country","KE","Kenya"," Kataboi and Lomekwi locations, Turkana north District ",100,-0,-0,-0,-0," 1,811 "," 55,053 "," 19,431 "," 76,295 "
"KENB85","Kenya Urban Governance Project","Interventions of this project will support, development of a responsive justice system, empowered communities engaging policy processes, informal justice systems, individuals and Non-State actors effectively represent themselves and demand justice and good governance. This is line with the Oxfam Kenya urban programme purpose, which is to contribute to the strengthening of inclusive urban governance that guarantees the rights of all urban citizens and promotes pro-poor public policy.  By empowering non-state actors, the action will place the rights of the disadvantaged at the centre of the policy agenda at the national level.","1-Apr-10 ","31-Jan-13 ","Country","KE","Kenya",-0,30,-0,10,40,20,-0," 133,602 "," 216,003 "," 349,605 "
"KENB86","Using food aid to stimulate markets and pastoral production","Food aid in the ASALs remains necessary due to pervasive and protracted food insecurity.  It is necessary on humanitarian grounds, but does not challenge structural drivers.  This project will expand an ongoing pilot to distribute food aid through small traders and substitute protein-based commodities produced locally into the food basket, replacing imported and less prefered pulses.  It will be implemented directly by Oxfam in Turkana. In a broader partnership with SCUK, this will also be implemented in Wajir.  The project is based on action research, and will provide evidence of impact and multipliers for policy uptake and replication.","1-Jan-10 ","31-Oct-11 ","Country","KE","Kenya"," Direct impact in Turkana district with national policy influencing ",50,-0,50,-0,-0," 3,379 "," 209,569 "," 423,954 "," 636,902 "
"KENB87","Improving access to sanitation and water for urban slum dwellers","This project aims to improve access to water and sanitation services for 3,000 people living in the urban settlements of Mukuru and Korogocho in Nairobi. This will be achieved by: (1) building two environmentally friendly bio-sanitation centres to provide dignified and clean hygiene facilities for 1,000 users, (2) create two water points to allow 3,000 people to gain access to reasonably priced water by linking the settlement to the city water systems, and (3) provide training for 200 community members in construction, maintenance and bio-centre management to enable them to run the centres.","4-Mar-10 ","28-Feb-11 ","Country","KE","Kenya"," Mukuru & Korogocho slums, Nairobi ",10,80,10,-0,-0,-0," 49,008 ",-0," 49,008 "
"KENB89","Dadaab (IFO2) Water Sanitation and Hygiene (WASH) project","Project has been set up to manage WASH infrastructure and services for IFO2 refugee camp in Dadaab for 2010.  This is the first phase of a planned 3-year commitment from Oxfam, which will benefit planned relocation of 40,000 refugees.  Oxfam will provide technical advisory and coordination support to the existing operational agencies (UNHCR, CARE, NRC) to help ensure minimum SPHERE standard in the WASH sector are met. The initial catfund will be used in recruitment, staff accommodation and offices some drilling work.","1-Jun-10 ","31-Mar-11 ","Country","KE","Kenya"," GARISSA District, bordering Somalia ",-0,-0,100,-0,-0,-0," 12,012 ",-0," 12,012 "
"KENB90","Camel Restocking: support to households affected by climatic shocks, Turkana","The project aims at re-distributing camels and shoats in order to assist pastoralists whose livestock holding has fallen below sustainable levels due to the adverse effects of climatic shocks. The project will lead to enhanced food and income security of the beneficiary households in Kataboi, Nabwel -Ekorot, Nariokotome, Nachukui and Loarengak, Kapua, Kanukurudio-Katiko villages of Turkana north District. The beneficiaries will learn and adopt the rearing of camels since their environment is suitable for camels rearing .The project will be implemented by Oxfam with participation of other stakeholders-e.g. Department of Livestock Production.","1-Jun-10 ","30-Mar-11 ","Country","KE","Kenya"," Turkana District- Lokitaung and Kaaleng divisions ",100,-0,-0,-0,-0,-0," 104,499 ",-0," 104,499 "
